code,name,brand,price,description,image,page,confidence
RD-6067,CARGADOR REDD V8,,7.5,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA: 67W
• LONGITUD:1000MM
• TIPO C
• SALIDA: 6.2A
• CARACTERÍSTICAS: CARGA
RÁPIDA",images/RD-6067.jpg,1097,0.9
RD-6087,CARGADOR REDD TIPO C,,8.5,"• CARGADOR COMPLETO REDD TIPO
C
• CARGA 67W | 6.2A
• CABEZAL CON ENTRADAS USB
• CARGA RAPIDA",images/RD-6087.jpg,1098,0.9
BS-E6086PD,CARGADOR BOSSNEY,,8.5,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: BOSSNEY
• TIPO : C
• CABEZAL: 2 ENTRADAS (
USB,C)
• POTENCIA: 48W
• CARACTERÍSTICAS: SUPER
CARGA RÁPIDA
• COLOR: BLANCO",images/BS-E6086PD.jpg,1099,0.9
RD-6086,CARGADOR REDD V8,REDD,8.5,"• PRODUCTO: CARGADOR
COMPLETO
• MARCA: REDD
• MODELO: RD-6086
• CORRIENTE MÁXIMA: 5.8ª
• TIPO DE CONECTOR: MICRO
USB (TIPO V8)
• LONGITUD DEL CABLE: 1000
MM (1 METRO)",images/RD-6086.jpg,1100,1.0
RD-6042,CARGADOR,,8.5,"• PRODUCTO: CARGADOR
COMPLETO
• TIPO: C
• POTENCIA: 67W
• VOLTAJE: 6.2A
• CABEZAL: 1 ENTRADA USB
• CARACTERISTÍCAS: CARGA
RAPIDA",images/RD-6042.jpg,1101,0.9
T300,CARGADOR MICCELL TIPO C,,9.0,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA: 66W
• CABLE DE DATOS USB-A a USB-C
• SALIDA: 6.2A
• CARACTERÍSTICAS: CARGA
RÁPIDA",images/T300.jpg,1102,0.9
RD-6045,CARGADOR REDD TIPO C,,9.0,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA: 67W
• TIPO C
• SALIDA: 6.2A
• CARACTERÍSTICAS: CARGA
RÁPIDA",images/RD-6045.jpg,1103,0.9
RD-6064C,CARGADOR REDD TIPO C,,9.5,"• CARGADOR COMPLETO REDD
• CABLE USB A TIPO C
• POTENCIA 70W | 6.8A
• CARGA RÁPIDA
• LONGITUD DE CABLE 1
METRO",images/RD-6064C.jpg,1104,0.9
BS-E6069PD,CARGADOR BOSSNEY,,9.5,"• PRODUCTO: CARGADOR
BOSSNEY
• MODELO:  BOSSNEY
•
TIPO:  C
• POTENCIA: 6.8A
• INCLUYE: 1 PUERTO USB Y 1
PUERTO TIPO C
• CARACTERISTICAS: CARGA
RÁPIDA",images/BS-E6069PD.jpg,1105,0.9
BS-E6074PD,CARGADOR BOSSNEY,,9.5,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: BOSSNEY
• TIPO : C
• CABEZAL: 2 ENTRADAS (
USB,C)
• VOLTAJE: 6.8A
• POTENCIA: 48W
• CARACTERÍSTICAS: SUPER
CARGA RÁPIDA,
ILUMINACIÓN RGB
• COLOR: BLANCO",images/BS-E6074PD.jpg,1106,0.9
RD-6138C,CARGADOR REDD,,9.5,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: REDD
• TIPO: C
• POTENCIA: 75W
• VOLTAJE: 7A
• ENTRADA: USB
• CARACTERÍSTICAS:  CARGA
RAPIDA TURBO",images/RD-6138C.jpg,1108,0.9
AD-PD19,CARGADOR,ALDEEPO,10.0,"• PRODUCTO: CARGADOR
ALDEEPO
• CARGA INTELIGENTE
• POTENCIA: 65W
• ENTRADA TIPO C
• CABLE TIPO C A  TIPO C",images/AD-PD19.jpg,1109,1.0
RD-6056PD,CARGADOR REDD TIPO C,,10.0,"• CARGADOR COMPLETO REDD TIPO
C
• CARGA 70W | 6.8A
• CABEZAL CON 1 ENTRADA USB Y 1
ENTRADA TIPO C
• CARGA RAPIDA",images/RD-6056PD.jpg,1110,0.9
AD-PD20,CARGADOR,ALDEEPO,10.0,"• PRODUCTO: CARGADOR
ALDEEPO
• CARGA INTELIGENTE
• POTENCIA: 67W
• ENTRADA USB
• CABLE USB A  TIPO C",images/AD-PD20.jpg,1111,1.0
RD-6155,CARGADOR REDD V8,,10.0,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA: 85W
• CABLE DE DATOS USB-V8
• LONGITUD: 1000MM
• CARACTERÍSTICAS: CARGA
RÁPIDA",images/RD-6155.jpg,1112,0.9
BS-E6080PD,CARGADOR BOSSNEY,,10.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: BOSSNEY
• TIPO : C
• CABEZAL: 2 ENTRADA ( USB,
Y TIPO C)
• VOLTAJE: 6.8A
• POTENCIA: 48W
• CARACTERÍSTICAS: SUPER
CARGA RÁPIDA,
• COLOR: BLANCO",images/BS-E6080PD.jpg,1113,0.9
AD-PD18,CARGADOR,ALDEEPO,10.0,"• PRODUCTO: CARGADOR
ALDEEPO
• CARGA INTELIGENTE
• POTENCIA: 80W
• ENTRADA TIPO C
• CABLE TIPO C A  TIPO C",images/AD-PD18.jpg,1114,1.0
AD-C21,CARGADOR TIPO C,ALDEEPO,10.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: ALDEEPO
• PUERTOS: USB Y USB-C
• POTENCIA: 80W
• CARGA RAPIDA",images/AD-C21.jpg,1115,1.0
OC-838C,CARGADOR,,10.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: ONCE
• ENTRADA: USB-C
• CABLE :TIPO C
• POTENCIA: 80W
• POTENCIA:  7 A
• CARACTERÍSTICAS: CARGA
RÁPIDA",images/OC-838C.jpg,1116,0.9
BS-E6081PD,CARGADOR,,10.0,"• PRODUCTO: CARGADOR
COMPLETO
• INCLUYE: 1 ENTRADA  USB
Y 1 ENTRADA TIPO C
• CABLE :TIPO C
• POTENCIA: 48W
• CARACTERÍSTICAS: CARGA
RÁPIDA",images/BS-E6081PD.jpg,1117,0.9
BL-E203CD,CARGADOR BLESS,,11.0,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA:85W
• LONGITUD:1000MM
• TIPO: CABLE TIPO C
• CARACTERÍSTICAS: CABEZAL
CON ENTRADA USB Y
ENTRADA TIPO CARGA
RAPIDA",images/BL-E203CD.jpg,1118,0.9
BL-E204CD,CARGADOR BLESS,,11.0,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA:85W
• LONGITUD:1000MM
• TIPO: CABLE TIPO C
• CARACTERÍSTICAS: CABEZAL
CON ENTRADA USB Y
ENTRADA TIPO CARGA
RAPIDA",images/BL-E204CD.jpg,1119,0.9
OC-845PD,CARGADOR ONCE,,11.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: TIPO C
• POTENCIA:  60W
• ENTRADAS: 1TIPO C Y UNA
USB.
• LONGITUD: CABLE 1 METRO",images/OC-845PD.jpg,1120,0.9
RD-6095,CARGADOR REDD,REDD,11.0,"• PRODUCTO: CARGADOR
COMPLETO
• MARCA: REDD
• TIPO C
• CABLE 1000MM
• MODELO: RD-6095
• CORRIENTE MÁXIMA: 6.8ª
• LONGITUD DEL CABLE: 1000
MM (1 METRO)",images/RD-6095.jpg,1121,1.0
OC-844C,CARGADOR ONCE,,11.0,"• CARGADOR COMPLETO ONCE
• TIPO C
• POTENCIA 67W
• CARGA RÁPIDA
• INCLUYE CABLE USB A TIPO C
• CABEZAL ENTRADA USB",images/OC-844C.jpg,1122,0.9
TCC0542,CARGADOR RO,MAX,11.0,"• CARGADOR COMPLETO DE USB A
V8
• CARGA RAPIDA
• 6.2 A/60W",images/TCC0542.jpg,1123,1.0
RD-6154C,CARGADOR REDD TIPO C,,11.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: REDD
• TIPO: CABLE TIPO C
• POTENCIA:85W
• CARGA : 7.8A
• LONGITUD: 1METRO
• CARACTERÍSTICAS: CABEZAL
CON ENTRADA USB
• CARGA RAPIDA",images/RD-6154C.jpg,1125,0.9
CR73,CARGADOR SUPEER TIPOC,,11.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: SUPER
• POTENCIA: 45W
• VOLTAJE: 7.1A
• CABLE TIPO: C-C
• CABEZAL TIPO: USB-C
• CARACTERÍSTICAS: CARGA
SUPER RÁPIDA",images/CR73.jpg,1126,0.9
DE-E5187C,CARGADOR DEXBO,,11.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: DEXBO
• TIPO:  C
• ENTRADA: USB-C
• POTENCIA: 70W PD
• CARACTERISTÍCAS:  USB CABLE
DE DATOS, CARGA ULTRA
RÁPIDA",images/DE-E5187C.jpg,1127,0.9
AK200,CARGADOR TRANYCO,,12.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO:  TRANYCO
• TIPO C
• POTENCIA: 18W
• ENTRADA : USB
• CARACTERÍSTICAS: CARGA
SUPER RÁPIDA
• COLOR: BLANCO",images/AK200.jpg,1128,0.9
TCC0541,CARGADOR TIPO C RO,MAX,12.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO:  ROMAX
• POTENCIA: 60W
• SALIDA: 6.2A.
• ENTRADA USB
• CABLE TIPO C",images/TCC0541.jpg,1129,1.0
SC-T2921T,CARGADOR SANCI TIPO C,,12.0,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA: 120W.
• CONECTIVIDAD: INCLUYE CABLE
USB TIPO-C DE 1000 MM (1
METRO) DE LONGITUD.
• TECNOLOGÍA: SOPORTA CARGA
RÁPIDA DE ALTA POTENCIA
PARA REDUCIR TIEMPOS DE
RECARGA.",images/SC-T2921T.jpg,1130,0.9
TCC0602,CARGADOR TIPO C RO,MAX,12.5,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO:  ROMAX
• POTENCIA: 66W
• SALIDA: 6.2A.
• ENTRADA USB
• CABLE TIPO C
• CARGA RAPIDA",images/TCC0602.jpg,1131,1.0
TCC480,CARGADOR RO,MAX,12.0,"• PRODUCTO: CARGADOR
COMPLETO
• TIPO C
• CARGA RAPIDA  60W
• VOLTAJE: 6.2A
• CABEZAL CON ENTRADA USB
• CARGA RAPIDA",images/TCC480.jpg,1132,1.0
SC-T2915T,CARGADOR SANCI,,12.0,"• PRODUCTO: CARGADOR
COMPLETO
• TIPO: CABLE TIPO C
• CARACTERÍSTICAS: CABEZAL
CON ENTRADA USB Y ENTRADA
TIPO C
• CARGA RAPIDA",images/SC-T2915T.jpg,1133,0.9
T09,CARGADOR MICCELL TIPO C,,12.5,"• PRODUCTO: CARGADOR
COMPLETO DE CARGA
RAPIDA
• POTENCIA DE 25W.
• ENTRADA DE TIPO C A TIPO C",images/T09.jpg,1134,0.9
TCC0621,CARGADOR TIPO C RO,MAX,12.5,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO:  ROMAX
• POTENCIA: 66W
• SALIDA: 6.2A.
• ENTRADA USB
• CABLE TIPO C",images/TCC0621.jpg,1135,1.0
PRO-C30,CARGADOR,ALDEEPO,13.0,"• PRODUCTO: CARGADOR
ALDEEPO
• CARGA INTELIGENTE
• POTENCIA: 65W
• PUERTO USB Y C
• CABLE TIPO USB A C",images/PRO-C30.jpg,1136,1.0
TCC0674,CARGADOR RO,MAX,13.0,"• PRODUCTO: CARGADOR
• MODELO:  ROMAX
• POTENCIA:80W
•
TIPO:  TIPO C
• ENTRADA DOBLE: USB Y
TIPO C
• CARACTERISTICAS: CARGA
RÁPIDA",images/TCC0674.jpg,1137,1.0
DE-E5215C,CARGADOR DEXBO,,13.0,"• PRODUCTO: CARGADOR
DEXBO
• POTENCIA: 140W
• PUERTO USB Y PD
• CABLE TIPO C-C",images/DE-E5215C.jpg,1138,0.9
TCC0676,CARGADOR RO,MAX,13.0,"• PRODUCTO: CARGADOR
• MODELO:  ROMAX
• POTENCIA:80W
•
TIPO:  TIPO C
• ENTRADA: TIPO C
• CARACTERISTICAS: CARGA
RÁPIDA",images/TCC0676.jpg,1139,1.0
US4-V8,CARGADOR TRANYO,,14.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: SUPER
• POTENCIA: 40W
• CABLE TIPO: V8
• CABEZAL TIPO: USB
• CARACTERÍSTICAS: CARGA
SUPER RÁPIDA",images/US4-V8.jpg,1140,0.9
CR36,CARGADOR SUPER,,14.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO:  SUPER
• TIPO: C A C
• POTENCIA:  68W
• VOLTAJE: 6.8A
• ENTRADA: USB, C
• CARACTERÍSTICAS:
CARGADOR INTELIGENTE
AUTO-ID
• COLOR: NEGRO",images/CR36.jpg,1141,0.9
PRO-16,CARGADOR,ALDEEPO,15.0,"• PRODUCTO: CARGADOR
ALDEEPO
• MODELO:  PRO-16
•
TIPO:  C
• POTENCIA: 120W
• INCLUYE: 1 PUERTO USB Y 2
PUERTO TIPO C
• CARACTERISTICAS: CARGA
RÁPIDA",images/PRO-16.jpg,1142,1.0
BS-6073PD,CARGADOR BOSSNEY,,15.0,"• CARGADOR COMPLETO CARGA
RAPIDA TIPO C
• POTENCIA: 75W
• CARGA RAPIDA
• CABLE TIPO: C-C
• ENTRADAS: 2 TIPO C Y 1 USB",images/BS-6073PD.jpg,1143,0.9
US4-C,CARGADOR TRANYOO,,15.0,"• CARGADOR COMPLETO TIPO C
• CARGA 40W
• ENTRADA USB
• CARGA RAPIDA",images/US4-C.jpg,1144,0.9
PRO-C31,CARGADOR,ALDEEPO,15.0,"• PRODUCTO: CARGADOR
COMPLETO
• MARCA: ALDEEPO
• VOLTAJE:100-240V
• DOBLE ENTRADA TIPO C, 1
ENTRADA USB",images/PRO-C31.jpg,1145,1.0
,H-66W CARGADOR HONOR,,15.0,"• PRODUCTO: CARGADOR
HONOR
• TIPO:  C
• POTENCIA: 66W
• INCLUYE: 1 PUERTO USB Y 1
PUERTO TIPO C
• CARACTERISTICAS: CARGA
RÁPIDA",images/page_1146_product_001.jpg,1146,0.75
US2-C,CARGADOR TRANYOO,,15.0,"• CARGADOR COMPLETO TIPO C
• CARGA 67W
• ENTRADA USB
• CARGA RAPIDA",images/US2-C.jpg,1147,0.9
SM-65W,CARGADOR RO,MAX,16.0,"• PRODUCTO: CARGADOR
• MODELO:  SAMSUNG
•
TIPO:  C
• POTENCIA: 65W
• ENTRADA: TIPO C A TIPO C
• CABEZAL CUENTA CON 2
ENTRADAS TIPO C Y 1
ENTRADA USB .
• CARACTERISTICAS: CARGA
RÁPIDA",images/SM-65W.jpg,1148,1.0
TCC0664,CARGADOR RO,MAX,17.0,"• PRODUCTO: CARGADOR
• MODELO:  ROMAX
• POTENCIA:100W
•
TIPO:  TIPO C
• ENTRADA: USB A TIPO C
• CARACTERISTICAS: CARGA
RÁPIDA",images/TCC0664.jpg,1149,1.0
LK-513,CARGADOR LINK,MAX,18.0,"• POTENCIA DE 25W.
• CUENTA CON UN PUERTO
USB-C.
• INCLUYE TECNOLOGÍA DE
CARGA RÁPIDA PD Y QC.
• DISEÑADO PARA SER
SEGURO, RÁPIDO Y
CONFIABLE.
• VIENE CON LUZ TÁCTIL
INCORPORADA.",images/LK-513.jpg,1150,1.0
OC-837PD,CARGADOR TIPO C ONCE,,18.0,"• CARGADOR COMPLETO TIPO C
• POTENCIA: 45W
• CARGA RAPIDA
• TIPO: CARGADOR TIPO C A
TIPO C.
• INCLUYE: CUBO CARGADOR Y
CABLE.",images/OC-837PD.jpg,1151,0.9
CR64,65W CARGADOR SUPER,,22.0,"• PRODUCTO: CARGADOR
COMPLETO
• TIPO:  C
• POTENCIA: 65W
• LONGITUD: CABLE
REFORZADO 2M
• CABEZAL : ENTRADA TIPO
C
• CARACTERÍSTICAS: CARGA
ULTRA RÁPIDA",images/CR64.jpg,1152,0.9
MI-120TURBO,CARGADOR XIAOMI,,22.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO: XIAOMI
• CABLE:   USB-C
• CARACTERÍSTICAS: DADO
CON ENTRADA USB, CARGA
RAPIDA
• POTENCIA:  120W
• SALIDA RAPIDA: 3.6-20V  6A
• COLOR : BLANCO",images/MI-120TURBO.jpg,1153,0.9
T16,CARGADOR MICCELL TIPO C,,25.0,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA: 30W
• CABLE DE TIPO C A TIPO C
• CABEZAL: 1 ENTRADA USB Y 1
ENTRADA TIPO C
• CARACTERÍSTICAS: CARGA
RÁPIDA",images/T16.jpg,1154,0.9
CR62,CARGADOR SUPER,,28.0,"• PRODUCTO: CARGADOR
COMPLETO
• MODELO:  SUPER
• TIPO:  C-C
• ENTRADA : TIPO C
• LONGITUD: CABLE
REFORZADO 2M
• POTENCIA: PD 75W
• CARACTERÍTICAS: SUPER
CARGA RAPIDA",images/CR62.jpg,1155,0.9
T62,CARGADOR MICCELL TIPO C,,35.0,"• PRODUCTO: CARGADOR
COMPLETO
• POTENCIA: CAPACIDAD DE CARGA
RÁPIDA DE 35W.
• CABLE INTEGRADO: INCLUYE UN
CABLE USB-C
• PUERTOS: CUENTA CON 2 (USB-C
Y USB-A)
• DISEÑO: ESTÁ DISEÑADO PARA
SER COMPACTO Y REDUCIR EL
DESORDEN DE CABLES.",images/T62.jpg,1156,0.9
PL-25,POWER BANK BUYTITI,,14.0,"• BATERIA PORTATIL
• CAPACIDAD 20000 MAH
• CUENTA CON 3 PUERTOS USB
• PANTALLA Y LINTERNA LED
• INCLUYE: CABLE DE CARGA TIPO
V8
• PROTECCIÓN: DISEÑADO CON
PROTECCIÓN CONTRA
SOBRECARGAS",images/PL-25.jpg,1157,0.9
PL-22,POWER BANK BUYTITI,,14.0,"• BATERIA PORTATIL
• CAPACIDAD 20000 MAH
• CUENTA CON 3 PUERTOS USB
• LINTERNA LED
• INCLUYE: CABLE DE CARGA TIPO
V8
• PROTECCIÓN: DISEÑADO CON
PROTECCIÓN CONTRA
SOBRECARGAS",images/PL-22.jpg,1158,0.9
PL-26,POWER BANK BUYTITI,,14.0,"• BATERIA PORTATIL
• CAPACIDAD 20000 MAH
• CUENTA CON 3 PUERTOS USB
• CON LINTERNA LED
• INCLUYE: CABLE DE CARGA TIPO
V8
• PROTECCIÓN: DISEÑADO CON
PROTECCIÓN CONTRA
SOBRECARGAS",images/PL-26.jpg,1159,0.9
PL-20,POWER BANK BUYTITI,,14.0,"• BATERIA PORTATIL
• CAPACIDAD 20000 MAH
• CUENTA CON 3 PUERTOS USB
• INCLUYE: CABLE DE CARGA TIPO
V8
• PROTECCIÓN: DISEÑADO CON
PROTECCIÓN CONTRA
SOBRECARGAS",images/PL-20.jpg,1160,0.9
PL-23,POWER BANK BUYTITI,,14.0,"• BATERIA PORTATIL
• CAPACIDAD 20000 MAH
• CUENTA CON 3 PUERTOS USB
• CON LINTERNA INCLUIDA
• INCLUYE: CABLE DE CARGA TIPO
V8
• PROTECCIÓN: DISEÑADO CON
PROTECCIÓN CONTRA
SOBRECARGAS",images/PL-23.jpg,1161,0.9
PL-21,BATERIA PORTATIL BUYTITI,,14.0,"• BATERIA PORTATIL 20000MAH
• 2PUERTO USB
• 1PUERTO V8
• INDICADOR DE CARGA
• CARGA RAPIDA",images/PL-21.jpg,1162,0.9
E2028,D- BATERIA PORTATIL,,20.0,"• PRODUCTO: BATERIA
PORTATIL
• MODELO: DEMGEL
• ALIMENTACIÓN: ELÉCTRICA
• CAPACIDAD:6 500 MAH
• POTENCIA 25W
• VERSATILIDAD: INTEGRADO 1
CABLE TIPO “LIGHTNING”
• INCLUYE: CABLE DE CARGA
TIPO “C”
• COLOR:BLANCO Y NEGRO",images/E2028.jpg,1163,0.9
CP-25,POWER BANK IPHONE 10000A,,25.0,"• PRODUCTO: CARGA
INALAMBRICA
• CAPACIDAD: 10000MAH",images/CP-25.jpg,1164,0.9
PB225,POWER BANK YESIDO,,25.0,"• BATERIA PORTATIL
• CARGADOR SOLAR: 60MAH
• CUENTA CON 1 PUERTOS USB,1
TIPO C
• LINTERNA LED: 1W
• INCLUYE: CABLE DE CARGA DE
DIFERENTES ENTRADAS,TIPO C, V8
Y LIGHTNING
• CARGA INALAMBRICO
• CARGA RAPIDA",images/PB225.jpg,1165,0.9
PB95,POWER BANK YESIDO,,25.0,"• BATERIA PORTATIL
• CARGADOR SOLAR: 200MAH
• CUENTA CON 2 PUERTOS USB,1
TIPO C
• LINTERNA LED: 2W
• CUENTA CON ENCENDEDOR DE
CIGARRO
• INCLUYE: CABLE DE CARGA DE
DIFERENTES ENTRADAS,TIPO C, V8
Y LIGHTNING
• CARGA RAPIDA",images/PB95.jpg,1166,0.9
PB205,POWER BANK YESIDO,,25.0,"• BATERIA PORTATIL
• CARGADOR SOLAR: 360MAH
• CUENTA CON 2 PUERTOS USB,1
TIPO C
• LINTERNA LED: 2W
• INCLUYE: CABLE DE CARGA DE
DIFERENTES ENTRADAS,TIPO C, V8
Y LIGHTNING
• CARGA RAPIDA",images/PB205.jpg,1167,0.9
E2034,D- BATERIA PORTATIL,,30.0,"• PRODUCTO: BATERIA PORTATIL
• MODELO: DEMGEL
• CAPACIDAD:  12000MAH
• POTENCIA: 25W
• ALIMENTACIÓN: ELÉCTRICA
• VERSATILIDAD: CABLES DE
CARGA (TIPO C, IPHONE),
CONEXIÓN DE CARGA
INTEGRADA Y PANTALLA
INDICADORA DE CARGA
• PUERTOS:  1 PUERTO CY 1
PUERTO PARA IPHONE.",images/E2034.jpg,1168,0.9
TCP0180,POWER BANK RO,MAX,30.0,"• CAPACIDAD: 12000 MAH.
• POTENCIA: 66W
• CARGA RAPIDA
• PUERTOS: USB, TIPO C,LIGHTNING.",images/TCP0180.jpg,1169,1.0
E2013,D- BATERIA PORTATIL,,33.0,"• PRODUCTO: BATERIA PORTATIL
• MODELO: DEMGEL
• CAPACIDAD:  12000MAH
• POTENCIA: 22.5W
• ALIMENTACIÓN: ELÉCTRICA
• VERSATILIDAD: LINTERNA LED
INTEGRADA, CABLES DE CARGA
(TIPO C, IPHONE Y USB),
CONEXIÓN DE CARGA
INTEGRADA Y PANTALLA
INDICADORA DE CARGA
• PUERTOS:  1PUERTOS USB,1
PUERTO C Y V8.",images/E2013.jpg,1170,0.9
BG-E8020,BATERIA PORTATIL BIG GER,,38.0,"• BATERIA PORTATIL 30000MAH
• PANTALLA CON INDICADOR DE CARGA
• 2 PUERTOS USB
• 1 PUERTO TIPO C
• 22.5W",images/BG-E8020.jpg,1171,0.9
BG-E8105,POWER BANK,BIG-GER,38.0,"• CAPACIDAD: 30000 MAH.
• POTENCIA: 22.5W
• CARGA RAPIDA
• PANTALLA LED INDICADOR DE
CARGA.
• CUENTA CON LINTERNA
• PUERTOS: 2 USB, TIPO C,V8.",images/BG-E8105.jpg,1172,1.0
LK-142,POWER BANK LINK,MAX,40.0,"• CAPACIDAD DE 10,000 MAH.
• CARGA INALÁMBRICA DE 15W.
• CARGA SÚPER RÁPIDA POR
CABLE PD 22.5W.
• SOPORTE PARA CARGA RÁPIDA
BIDIRECCIONAL MEDIANTE
PUERTO USB TIPO-C.
• DISEÑO ULTRADELGADO CON
CUERPO DE ALEACIÓN DE
ALUMINIO.",images/LK-142.jpg,1173,1.0
TCP0202,POWER BANK RO,MAX,40.0,"• CAPACIDAD: 12000 MAH.
• CARACTERÍSTICAS: PANTALLA
DIGITAL PARA MOSTRAR ENERGÍA,
VOLTAJE Y CORRIENTE.
• TECNOLOGÍA: SOPORTA CARGA
RÁPIDA PD DE 22.5W.
• PUERTOS: INCLUYE PUERTO USB Y
SALIDA TIPO C.",images/TCP0202.jpg,1174,1.0
CP30,POWER BANK SUPER SPEED4,,40.0,"• PRODUCTO: BATERIA PORTATIL
SUPER
• ALIMENTACIÓN: ELÉCTRICA
• BATERIA: 15000 MAH
• VERSATILIDAD: PANTALLA CON
INDICADOR DE CARGA, INCLUIDO
2 CABLES DE CARGA ( C Y
LIGHTNING).
• ENTRADAS: 1 PUERTOS USB, 1
PUERTO C.
• INCLUYE: CABLE DE CARGA",images/CP30.jpg,1175,0.9
AD-PD23,POWER BANK,ALDEEPO,45.0,"•
MARCA/MODELO: ALDEEPO
•
CAPACIDAD: 20,000 MAH.
•
VELOCIDAD DE CARGA: 22.5W DE
CARGA RÁPIDA.
•
CARACTERÍSTICAS : DISEÑO BLANCO,
PANTALLA LCD PARA PORCENTAJE DE
BATERÍA, CABLES INTEGRADOS (USB-
C, LIGHTNING,MICRO-USB,TIPO-C) Y
FUNCIÓN DE LINTERNA.",images/AD-PD23.jpg,1176,1.0
AD-PD03,POWER BANK,ALDEEPO,45.0,"•
MARCA/MODELO: ALDEEPO
•
CAPACIDAD: 30,000 MAH.
•
VELOCIDAD DE CARGA: 22.5W DE
CARGA RÁPIDA.
•
CARACTERÍSTICAS ÚNICAS: DISEÑO
TRANSPARENTE, PANTALLA LCD PARA
PORCENTAJE DE BATERÍA, CABLES
INTEGRADOS (USB-C, LIGHTNING) Y
FUNCIÓN DE LINTERNA.",images/AD-PD03.jpg,1177,1.0
P56,POWER BANK MICCELL,,50.0,"• PRODUCTO: BATERIA PORTATIL
• MODELO: MICCELL
• ALIMENTACIÓN:  RECARGABLE
• ALMACENAMIENTO: 10000
MAH
• POTENCIA: 22.5W
• PANTALLA DIGITAL LED,
MUESTRA EL PORCENTAJE DE
BATERIA
• CABLE LIGHTNING INCLUIDO",images/P56.jpg,1178,0.9
AD-PD02,POWER BANK,ALDEEPO,52.0,"• MARCA/MODELO: ALDEEPO
• CAPACIDAD: 30,000 MAH
• DISEÑO: INCLUYE CABLES
INTEGRADOS PARA MAYOR
COMODIDAD
• LUZ LED FRONTAL.",images/AD-PD02.jpg,1179,1.0
P31S,POWER BANK MICCELL,,60.0,"• PRODUCTO: BATERIA PORTATIL
MAGNETICA
• MODELO: MICCELL
• ALIMENTACIÓN:  RECARGABLE
• BATERIA: 10000 MAH
• POTENCIA: 20W
• CABLE DE CARGA TIPO C",images/P31S.jpg,1180,0.9
PB-10K,POWER BANK BELKIN,,70.0,"•
MARCA/MODELO: BELKIN
•
CAPACIDAD: 10,000 MAH
•
POTENCIA DE 15W.
•
TIPO DE CARGA: ADMITE
TECNOLOGÍA DE SÚPER CARGA
RÁPIDA.
•
ENTRADAS: 2 PUERTOS USB-A, 1
PUERTO USB-C",images/PB-10K.jpg,1181,0.9
P108,POWER BANK MICCELL,,105.0,"• PRODUCTO: BATERIA PORTATIL
• MODELO: MICCELL
• ALIMENTACIÓN:  RECARGABLE
• ALMACENAMIENTO: 50000
MAH
• POTENCIA: 22.5W
• INCLUYE CABLES
INCORPORADOS Y UNA
LINTERNA LED INTEGRADA",images/P108.jpg,1182,0.9
BS-E5724,BATERIA PORTATIL BOSSNEY,,110.0,"• BATERIA PORTATIL 60000MAH
• 2 PUERTOS TIPO C
• 4 PUERTOS USB
• PANTALLA CON INDICADOR DE CARGA
• FUENTE DE ENERGIA DE CARGA RÁPIDA",images/BS-E5724.jpg,1183,0.9
SC-DY4706,POWER BANK SANCI,,110.0,"• BATERIA PORTATIL 60000MAH
• 2 PUERTOS TIPO C – 160W
• 2 PUERTOS USB – 22.5W
• PANTALLA DIGITAL LED CON
INDICADOR DE PORCENTAJE DE
CARGA
• LINTERNA (LUZ LED)
• CORREA DE TRANSPORTE
• INCLUYE: CABLE DE CARGA TIPO C",images/SC-DY4706.jpg,1184,0.9
BS-E5733,BATERIA PORTATIL BOSSNEY,,120.0,"• PRODUCTO: BATERIA PORTATIL
• CAPACIDAD: 60 000 MAH
• POTENCIA: 65W
• ENTRADA Y SALIDA : USB-C
• POTENCIA: PD 65W
• CARACTERISTICAS: LINTERNA
INTEGRADA, PANTALLA DIGITAL,
( MUESTRA BATERÍA Y VOLTAJE)
•
DISEÑO: COMPACTO Y
ROBUSTO,
•
MATERIAL: ABS",images/BS-E5733.jpg,1185,0.9
